"","redshift","u","g","r","i","z","spec_obj_ID","plate","MJD","class"
"236",-0.07963,0.14403,0.61675,0.3418,0.19452,0.14444,-0.37459,-0.37463,0.00849,"GALAXY"
"237",0.12592,-0.56133,-0.07594,0.41882,0.69705,0.83081,0.66419,0.66422,0.59295,"QSO"
"238",-0.11714,0.8712,0.78683,0.42985,0.29483,0.25156,-0.08025,-0.08029,0.08313,"GALAXY"
"239",-0.35969,0.14302,-0.35304,-0.77275,-0.86689,-0.91774,0.12091,0.12091,0.14838,"GALAXY"
"240",-0.11727,1.07194,0.63851,0.33718,0.15561,-0.00514,0.10903,0.10906,0.24681,"GALAXY"
"241",-0.07998,1.3477,0.94704,0.52062,0.29526,0.35375,0.5413,0.54126,0.44697,"GALAXY"
"242",-0.55812,-0.17381,0.10393,0.18109,0.34383,0.30569,0.77125,0.77125,0.64106,"GALAXY"
"243",-0.64753,-1.3423,-1.54728,-1.61942,-1.63304,-1.61792,-1.02701,-1.027,-1.1704,"GALAXY"
"244",0.86174,0.08947,0.6411,1.06642,1.22355,1.2293,1.24848,1.2485,1.02701,"QSO"
"245",0.09253,0.52058,1.72328,1.29994,0.96331,0.66304,1.9581,1.95812,1.47379,"GALAXY"
"246",1.43616,-0.22362,0.30852,0.89356,1.11793,1.44655,2.50889,2.50887,1.84648,"QSO"
"247",1.24871,0.10255,0.51649,0.94931,1.15526,1.05336,1.36741,1.36739,1.37205,"QSO"
"248",-0.6214,-1.05251,-1.41341,-1.62415,-1.67884,-1.72758,-1.52357,-1.52356,-1.9036,"GALAXY"
"249",2.18668,-0.73967,-0.28596,0.23461,0.48979,0.38756,0.43457,0.43457,0.39555,"QSO"
"250",-0.29499,0.31212,0.13923,-0.25243,-0.29797,-0.31893,-0.13039,-0.13042,0.03558,"GALAXY"
"251",-0.52498,-0.46843,-0.89809,-1.21548,-1.29063,-1.3448,-1.10795,-1.10795,-1.25776,"GALAXY"
"252",-0.7892,-0.21802,-0.59117,-0.61625,-0.52686,-0.47222,0.73058,0.7306,0.63608,"STAR"
"253",-0.78897,0.04369,0.04277,0.35242,0.55785,0.6503,1.87175,1.87174,1.42292,"STAR"
"254",-0.1031,1.43965,0.7472,0.53965,0.36631,0.28836,0.11613,0.11617,0.22801,"GALAXY"
"255",1.16157,-0.68783,-0.14481,0.26873,0.50118,0.81556,0.72517,0.72518,0.80307,"QSO"
"256",0.38546,1.79014,1.49152,1.1807,0.70972,0.37819,1.13777,1.13774,1.42126,"GALAXY"
"257",-0.78945,1.20884,0.50172,1.04676,0.96052,1.85188,0.52635,0.52636,0.45582,"STAR"
"258",0.19681,-0.37672,0.14729,0.6313,0.89048,0.90306,0.72719,0.72722,0.60512,"QSO"
"259",-0.64873,-1.15222,-1.53748,-1.66897,-1.67555,-1.68277,-0.85797,-0.85798,-0.61081,"GALAXY"
"260",-0.28307,0.25063,0.13917,-0.31175,-0.37281,-0.42746,0.29668,0.29671,0.26837,"GALAXY"
"261",0.86282,-0.12638,0.65435,1.13352,1.47172,1.50345,1.72982,1.72982,1.45776,"GALAXY"
"262",-0.64826,-0.70935,-0.98126,-1.08518,-1.10687,-1.15664,-1.53101,-1.53101,-1.94452,"GALAXY"
"263",0.20688,0.5814,1.94119,1.2283,1.0072,0.62186,2.08373,2.08378,1.55342,"GALAXY"
"264",0.48558,-0.27669,0.27447,0.60027,0.74868,0.65537,2.10477,2.10478,1.57664,"QSO"
"265",-0.7895,-0.38127,-0.13583,0.32797,0.67704,0.80855,-0.99887,-0.99889,-0.54944,"STAR"
"266",-0.70599,-1.27132,-1.2717,-1.06902,-0.94803,-0.8258,-1.05953,-1.05952,-0.93152,"GALAXY"
"267",-0.78899,-0.69804,-0.54456,-0.22295,0.06005,0.19423,-0.67474,-0.67473,-0.43553,"STAR"
"268",-0.02212,0.40593,1.04678,0.82291,0.55648,0.41016,-0.42988,-0.42984,-0.12643,"GALAXY"
"269",-0.79006,-0.28231,-0.17014,0.23737,0.52413,0.46838,0.6879,0.68793,0.57304,"STAR"
"270",-0.10564,0.41407,0.94061,0.69079,0.5041,0.36419,-0.23166,-0.23169,-0.02967,"GALAXY"
"271",-0.41618,-0.15034,-0.32088,-0.64296,-0.68516,-0.73672,0.07856,0.07857,0.37785,"GALAXY"
"272",-0.73289,-1.61846,-1.73391,-1.69322,-1.66175,-1.59558,-1.59912,-1.59909,-2.08884,"GALAXY"
"273",-0.21079,0.9052,-0.11152,-0.58258,-0.73333,-0.79961,-1.26715,-1.26715,-1.36946,"GALAXY"
"274",0.06898,1.45416,0.97402,0.6181,0.36421,0.2491,-0.21748,-0.21747,-0.01253,"GALAXY"
"275",-0.7292,0.00267,0.47633,1.06703,1.46049,1.70038,0.98872,0.98871,0.88325,"GALAXY"
"276",-0.10603,0.94549,0.874,0.69254,0.41125,0.35634,-0.16294,-0.16293,0.13235,"GALAXY"
"277",-0.7897,-2.08122,-2.12818,-2.0491,-1.94288,-1.79948,-0.91318,-0.91319,-0.8425,"STAR"
"278",-0.78917,-1.07603,-1.3989,-1.43451,-1.37507,-1.30564,-0.66968,-0.66965,-0.43995,"STAR"
"279",-0.02654,0.62868,1.26628,0.96095,0.77256,0.57957,0.72996,0.72993,0.61949,"GALAXY"
"280",-0.09769,1.82344,0.4121,0.04133,-0.14787,-0.2321,0.05519,0.0552,0.2175,"GALAXY"
"281",0.00965,1.54545,1.53839,0.97203,0.53135,0.35762,-0.36246,-0.36244,-0.12588,"GALAXY"
"282",-0.60742,-0.65524,-0.97978,-1.1283,-1.14789,-1.19179,-1.60013,-1.60011,-2.08331,"GALAXY"
"283",-0.11291,-0.56632,-0.2279,0.1432,0.18822,0.25121,1.13845,1.13842,0.83846,"QSO"
"284",2.8588,0.54055,0.19774,0.40831,0.57739,0.67922,0.7194,0.71943,0.56088,"QSO"
"285",-0.45153,-1.00815,-0.82753,-0.77268,-0.70422,-0.70596,-1.42771,-1.4277,-1.74878,"GALAXY"
"286",-0.00242,0.78898,0.85692,0.70461,0.43637,0.34959,0.25063,0.25064,0.25012,"GALAXY"
"287",0.00666,0.34586,0.79544,0.36868,0.10735,-0.05903,0.00914,0.00914,0.2645,"GALAXY"
"288",0.1175,0.87216,1.30173,1.13848,0.85024,0.49056,-0.46303,-0.46304,-0.1961,"GALAXY"
"289",0.68412,1.93929,2.57252,1.3926,1.05057,0.64324,1.36332,1.36333,1.35546,"QSO"
"290",-0.25438,0.54432,0.06735,-0.29943,-0.36453,-0.40454,-0.19306,-0.19308,0.00019,"GALAXY"
"291",-0.78984,-0.87568,-0.96386,-0.87648,-0.75569,-0.65558,-1.36705,-1.36707,-1.64095,"STAR"
"292",-0.78907,0.55173,0.59386,1.10347,1.47918,1.31351,1.36097,1.36096,1.35712,"STAR"
"293",0.14224,0.10575,0.41164,0.50602,0.26898,0.33424,-0.16628,-0.16632,0.01844,"GALAXY"
"294",-0.78939,-0.13803,-0.21732,-0.08483,0.09798,0.15633,0.85084,0.85085,1.09779,"STAR"
"295",-0.7892,0.25812,-0.71555,-0.99225,-1.10145,-1.18375,0.56092,0.56091,0.46522,"STAR"
"296",-0.14483,1.38878,0.97407,0.47027,0.32445,0.24679,-0.23237,-0.23237,-0.02856,"GALAXY"
"297",-0.58221,-0.76728,-0.99545,-1.02872,-1.00078,-0.97407,-1.17436,-1.17434,-0.57266,"GALAXY"
"298",-0.18052,0.92124,0.82305,0.52049,0.39425,0.32233,0.78239,0.78243,0.63995,"GALAXY"
"299",1.2774,-0.52499,0.06378,0.47464,0.72694,0.82358,0.83492,0.83493,0.75496,"QSO"
"300",0.36917,1.262,1.09242,1.72151,1.26947,1.18576,1.37517,1.37518,1.1564,"GALAXY"
"301",1.14497,-0.31606,0.25508,0.43397,0.70937,0.83795,0.92472,0.92469,0.78206,"QSO"
"302",0.62197,-0.06254,0.50738,0.78073,1.06384,1.232,0.72588,0.72586,0.61949,"QSO"
"303",-0.70425,-1.49039,-1.46307,-1.36024,-1.34218,-1.23091,-1.2807,-1.2807,-1.41314,"GALAXY"
"304",-0.61705,-1.05243,-1.45469,-1.62668,-1.64033,-1.65717,-1.44937,-1.44938,-1.8096,"GALAXY"
"305",1.03097,-0.61069,-0.30232,0.03872,0.27654,0.38888,1.25222,1.25223,1.03365,"QSO"
"306",-0.29833,0.44826,-0.12558,-0.50968,-0.60924,-0.67175,-0.86476,-0.86476,-0.79384,"GALAXY"
"307",-0.42123,-0.94721,-0.41371,-0.33026,-0.25068,-0.28523,-0.99416,-0.99415,-1.11842,"QSO"
"308",-0.66077,-1.27483,-1.66632,-1.80217,-1.83139,-1.83986,0.38715,0.38714,0.54263,"GALAXY"
"309",-0.2953,0.34811,0.28736,-0.14709,-0.18731,-0.26322,0.50335,0.50332,0.43038,"GALAXY"
"310",-0.61896,-0.84324,-1.07107,-1.13706,-1.16012,-1.18934,-1.58147,-1.58148,-2.03299,"GALAXY"
"311",0.27089,-0.04354,1.04761,1.07155,0.88041,0.62716,1.11508,1.11505,1.27418,"QSO"
"312",-0.78958,0.23011,0.55674,1.07759,1.48551,1.598,0.50806,0.50807,0.43204,"STAR"
"313",-0.24195,1.83814,0.33434,-0.12451,-0.17862,-0.22133,0.10533,0.10533,0.23464,"GALAXY"
"314",0.32929,-0.36752,0.822,0.2094,-0.03364,-0.21571,-0.44036,-0.44034,-0.00921,"GALAXY"
"315",-0.06834,0.75409,0.8611,1.12732,0.8647,0.63595,0.85662,0.85661,0.96785,"GALAXY"
"316",-0.10348,0.2615,0.73414,0.32552,0.16558,0.0489,-0.30956,-0.3096,-0.07612,"GALAXY"
"317",-0.78913,-0.59873,-1.03329,-1.05621,-0.97601,-0.89388,-0.68695,-0.68693,-0.41784,"STAR"
"318",-0.11035,0.85657,0.68817,0.37499,0.18225,0.14781,0.00407,0.00406,0.19649,"GALAXY"
"319",1.11827,-0.86402,-0.23612,0.1179,0.41442,0.66425,1.72477,1.72474,1.5772,"QSO"
"320",-0.65797,-1.14226,-1.44277,-1.53065,-1.52407,-1.50605,-1.43818,-1.4382,-1.66141,"GALAXY"
"321",-0.42538,-0.25752,-0.63098,-0.98858,-1.04863,-1.09236,-0.90069,-0.90066,-0.82481,"GALAXY"
"322",0.07741,0.27779,0.68898,0.51376,0.34974,0.32021,0.56495,0.56497,0.47186,"GALAXY"
"323",0.18219,0.90767,0.8697,0.63813,0.35972,0.12365,-0.30926,-0.30926,-0.05953,"GALAXY"
"324",0.40995,0.73219,1.09665,1.75381,1.73213,1.69667,1.79313,1.79316,1.4091,"GALAXY"
"325",-0.09155,0.23669,0.58077,0.21701,0.08227,-0.10756,0.68789,0.68793,0.57304,"GALAXY"
"326",-0.78955,1.6477,0.60675,0.97602,1.19391,1.57325,0.35529,0.35531,0.36348,"STAR"
"327",-0.39849,-0.66477,-0.79445,-1.06109,-1.05656,-1.06759,-1.39757,-1.39756,-1.62381,"GALAXY"
"328",0.37465,1.51699,1.93212,1.36026,1.13979,0.63243,0.86578,0.86575,0.98001,"GALAXY"
"329",-0.68589,-0.96477,-0.96092,-0.81158,-0.69811,-0.64508,-1.39078,-1.39078,-1.33628,"GALAXY"
"330",0.64886,0.12386,0.94772,1.30233,1.54465,1.31885,0.60829,0.60833,0.44753,"QSO"
"331",-0.46282,-0.71047,-0.34106,-0.30093,-0.13321,0.05463,-1.59878,-1.59876,-2.08331,"QSO"
"332",-0.66975,-1.01076,-1.23253,-1.25381,-1.2464,-1.2492,-1.18249,-1.18247,-1.15602,"GALAXY"
"333",0.24809,0.1177,1.22892,1.3885,1.05154,0.82682,1.80876,1.80874,1.40855,"GALAXY"
"334",0.25437,0.73171,1.24819,1.46537,1.54033,1.90543,1.50217,1.5022,1.24322,"GALAXY"
"335",-0.65779,-1.06209,-1.15652,-1.1207,-1.10478,-1.08744,-1.26918,-1.26918,-1.35287,"GALAXY"
"336",-0.78783,-1.43732,-1.30159,-1.08993,-0.90533,-0.76373,0.05998,0.05994,0.20091,"STAR"
"337",-0.57204,-1.05126,-1.39953,-1.62087,-1.65055,-1.65627,-1.02495,-1.02497,-1.17316,"GALAXY"
"338",-0.7895,0.97317,1.76399,1.53491,1.13058,0.62636,1.03305,1.03308,1.0143,"STAR"
"339",0.06568,1.21374,1.30452,1.10808,0.91663,0.62283,1.95236,1.95236,1.55287,"GALAXY"
"340",0.30617,1.07539,1.22748,1.09329,0.81488,0.49437,1.14014,1.14011,1.06738,"GALAXY"
"341",1.25377,-0.33832,0.21196,0.5581,0.78249,0.93028,1.36809,1.36807,1.37758,"QSO"
"342",0.3075,1.28977,1.88915,1.35565,1.00329,0.66784,2.08108,2.08107,1.5678,"GALAXY"
"343",-0.25258,0.40824,0.22552,-0.18449,-0.2522,-0.35679,0.5172,0.51721,0.43923,"GALAXY"
"344",-0.7897,-1.35074,-1.23876,-0.95572,-0.74065,-0.56179,1.26644,1.26646,1.21336,"STAR"
"345",3.11486,0.10348,0.14456,0.54117,0.84106,1.00048,-0.43968,-0.43966,-0.00755,"QSO"
"346",8.80422,1.45281,1.75847,1.15151,0.65986,0.52258,-0.12703,-0.12703,0.16552,"QSO"
"347",-0.41317,-0.13311,-0.56343,-0.91249,-0.97487,-0.98932,-1.51914,-1.51916,-1.90803,"GALAXY"
"348",-0.71482,-1.04828,-1.31897,-1.35907,-1.32511,-1.3109,-1.57368,-1.57369,-2.01641,"GALAXY"
"349",-0.78917,-1.59908,-1.95136,-2.00335,-1.92886,-1.81294,-0.74449,-0.74451,-0.59367,"STAR"
"350",-0.35336,0.96215,0.3882,0.02155,0.00262,-0.02354,1.10518,1.10523,1.24322,"GALAXY"
"351",2.46264,-0.25628,0.05791,0.66773,0.99873,1.07195,-0.46203,-0.46202,-0.19279,"QSO"
"352",-0.78944,-1.15935,-1.24877,-1.14093,-1.00433,-0.87606,-0.57009,-0.57007,-0.32384,"STAR"
"353",-0.62228,-1.43313,-1.58999,-1.68484,-1.72887,-1.73662,-1.07747,-1.07747,-1.18975,"GALAXY"
"354",2.26153,-0.75294,-0.41977,-0.01766,0.3034,0.38208,0.88032,0.88032,1.18294,"QSO"
"355",-0.7891,1.23831,0.27178,0.03969,-0.10955,-0.13089,-1.23667,-1.23667,-1.43526,"STAR"
"356",0.00512,1.52959,0.77229,0.41223,0.07486,0.01308,-0.46233,-0.46236,-0.17233,"GALAXY"
"357",-0.78919,0.09605,0.51472,0.98523,1.32963,1.57116,0.77432,0.7743,0.85505,"GALAXY"
"358",-0.78919,-0.98351,-1.15565,-1.08519,-1.01543,-0.86035,-1.37454,-1.37453,-1.64095,"STAR"
"359",0.49261,-0.1495,0.5617,0.96697,1.31951,1.24513,0.76891,0.76888,0.65433,"QSO"
"360",-0.3774,0.0815,-0.08209,-0.4691,-0.48993,-0.51663,-0.15314,-0.15311,0.03779,"GALAXY"
"361",0.02132,-0.63669,-0.15294,0.33168,0.5308,0.69071,1.90189,1.90189,1.60318,"QSO"
"362",1.75903,-0.28283,0.35713,0.90813,1.07142,1.1765,1.25322,1.25325,1.2598,"QSO"
"363",1.22839,1.10367,1.55534,1.20548,0.96162,0.59659,1.02869,1.02868,0.9872,"QSO"
"364",-0.78927,-0.88274,-1.09379,-1.05485,-0.96108,-0.83479,-1.04701,-1.04699,-1.25057,"STAR"
"365",-0.61342,-1.07552,-1.0844,-0.99678,-0.94495,-0.89299,-1.07646,-1.07645,-1.18809,"GALAXY"
"366",0.94147,-0.69981,-0.01379,0.24706,0.56714,0.82266,-0.32107,-0.32111,0.04996,"QSO"
"367",-0.59902,-0.80798,-1.06663,-1.18004,-1.16807,-1.15464,-1.01856,-1.01853,-0.94424,"GALAXY"
"368",-0.78932,-0.07224,0.67732,0.82059,0.52416,0.31504,1.04794,1.04798,1.44338,"STAR"
"369",-0.66803,-0.52877,-0.87518,-0.9312,-0.96228,-0.99014,-1.36671,-1.36673,-1.49608,"GALAXY"
"370",0.21387,-0.44307,0.09045,0.5618,0.88042,0.78684,1.25462,1.2546,1.0154,"QSO"
"371",-0.38767,0.31335,0.58887,0.49082,0.70424,0.60321,0.82134,0.82138,0.66926,"GALAXY"
"372",-0.14661,1.46332,0.74164,0.34245,0.16803,0.1505,0.36175,0.36174,0.33085,"GALAXY"
"373",0.73449,0.78851,1.03037,1.2166,1.49537,0.74603,1.37961,1.37959,1.14313,"GALAXY"
"374",0.13819,1.65262,1.6272,1.13126,0.81318,0.57958,0.44984,0.44981,0.38172,"GALAXY"
"375",2.20357,0.05188,0.47578,0.9928,1.30846,1.44828,0.5379,0.53787,0.4431,"QSO"
"376",-0.53348,-0.66189,-0.85144,-1.06647,-1.07636,-1.06926,-0.76518,-0.76517,-0.62132,"GALAXY"
"377",-0.42336,0.27163,-0.39837,-0.69704,-0.74829,-0.76132,0.45623,0.45624,0.42541,"GALAXY"
"378",-0.7896,-0.46695,-1.40505,-1.87555,-2.0863,-2.19556,-0.8746,-0.87458,-0.73191,"STAR"
"379",-0.19484,0.61715,0.46163,0.1493,-0.04571,-0.04433,0.34041,0.3404,0.34855,"GALAXY"
"380",0.03445,1.4802,1.25784,1.0949,0.90604,0.62757,0.77601,0.77599,0.6593,"GALAXY"
"381",-0.17839,0.65098,0.43427,0.6376,0.21802,0.44798,0.65915,0.65913,0.62668,"QSO"
"382",3.16572,1.03704,0.78615,1.15674,1.63027,1.9583,-0.31197,-0.31197,-0.06174,"QSO"
"383",-0.78918,-1.48187,-1.74847,-1.80886,-1.76472,-1.66861,-0.64559,-0.64561,-0.38632,"STAR"
"384",-0.14089,1.64113,0.74506,0.37727,0.183,0.13074,-0.35496,-0.35499,-0.06561,"GALAXY"
"385",2.41451,-0.33968,0.015,0.51871,0.80203,0.81226,0.54703,0.54702,0.42983,"QSO"
"386",-0.36299,0.58861,0.22332,-0.16621,-0.26746,-0.36359,-0.03588,-0.03591,0.34302,"GALAXY"
"387",-0.19642,1.24388,0.91087,0.44524,0.31703,0.25432,-0.03455,-0.03456,0.1329,"GALAXY"
"388",-0.43324,0.23388,0.44651,0.60617,0.76008,0.78438,-0.99248,-0.99245,-1.12284,"GALAXY"
"389",2.94358,-0.17691,0.21136,0.67127,1.04726,1.06333,0.91691,0.9169,0.77045,"QSO"
"390",-0.25899,0.4859,0.07117,-0.43099,-0.54255,-0.60922,-1.25733,-1.25733,-1.47949,"GALAXY"
"391",-0.78897,-1.43365,-1.33743,-1.0776,-0.88812,-0.70706,0.77264,0.77261,0.87164,"STAR"
"392",-0.78898,-1.98714,-2.06367,-1.95996,-1.83652,-1.68391,-0.83155,-0.83156,-0.65671,"STAR"
"393",2.07195,-0.08295,0.4563,1.01448,1.33008,1.41637,0.50674,0.50671,0.43149,"QSO"
"394",-0.0241,-0.48749,-0.18476,0.1559,0.13379,0.05504,0.00883,0.0088,0.16608,"QSO"
"395",-0.27606,1.06345,0.90726,0.51152,0.38394,0.27999,-0.27671,-0.27674,0.16884,"GALAXY"
"396",-0.5415,-0.88452,-0.97456,-1.08814,-1.12246,-1.07534,-1.54456,-1.54456,-1.7814,"QSO"
"397",-0.16099,1.02056,0.48771,0.2406,0.07559,0.02278,0.31301,0.31297,0.26948,"GALAXY"
"398",-0.78995,-0.40463,-0.17922,0.21895,0.50222,0.50988,-0.40339,-0.40342,0.0389,"STAR"
"399",-0.06942,0.72904,0.5469,0.30751,0.21114,0.13533,0.53419,0.53415,0.47462,"GALAXY"
"400",-0.04924,0.48277,0.87249,0.58342,0.32727,0.19368,0.2544,0.25437,0.25012,"GALAXY"
"401",-0.26282,1.17924,0.69069,0.34792,0.2141,0.12948,0.17575,0.17578,0.19428,"GALAXY"
"402",0.08723,1.17542,1.34634,0.81564,0.50484,0.39284,0.52095,0.52094,0.45693,"GALAXY"
"403",-0.34092,0.00415,-0.08862,-0.4702,-0.49625,-0.52555,-0.38307,-0.3831,-0.14413,"GALAXY"
"404",-0.78941,-1.29375,-1.41971,-1.36037,-1.26437,-1.1383,-0.87901,-0.87898,-0.92323,"STAR"
"405",-0.06927,1.53829,0.62414,0.61005,0.38574,0.35555,-0.28794,-0.28792,-0.05842,"GALAXY"
"406",-0.62104,-0.72544,-1.08754,-1.25712,-1.27475,-1.30797,-1.0084,-1.00837,-0.94203,"GALAXY"
"407",-0.00992,1.17758,1.20641,0.75387,0.53382,0.33254,0.68522,0.68522,0.55867,"GALAXY"
"408",-0.17799,-0.05797,0.67072,0.47451,0.34196,0.1885,0.64358,0.64355,0.54263,"GALAXY"
"409",1.34947,-0.94587,-0.44005,0.03034,0.2527,0.57169,0.77637,0.77633,0.63663,"QSO"
"410",-0.78921,-0.75003,-0.72557,-0.52106,-0.3272,-0.17284,-0.6544,-0.65441,-0.40954,"STAR"
"411",-0.44293,-0.46135,-0.7441,-1.10006,-1.14802,-1.13758,-1.07817,-1.07815,-1.23399,"GALAXY"
"412",-0.78834,-1.31353,-1.28185,-1.14145,-0.99452,-0.85406,-0.64496,-0.64493,-0.38577,"STAR"
"413",-0.78905,-0.4614,-0.29276,-0.62527,-0.50525,-0.42803,-0.80176,-0.80175,-0.59644,"STAR"
"414",0.73664,-1.55331,-1.04578,-0.72502,-0.3834,-0.14032,2.10138,2.10139,1.57001,"QSO"
"415",1.33212,0.84025,0.81315,1.15007,1.28332,1.43275,1.11745,1.11742,1.27529,"QSO"
"416",0.21409,0.72121,1.34689,1.19287,0.57548,0.37883,0.42438,0.4244,0.36237,"GALAXY"
"417",1.20278,-0.41909,-0.01186,0.28025,0.44089,0.61857,-0.27811,-0.2781,-0.04626,"QSO"
"418",-0.61967,-0.94537,-1.26595,-1.43715,-1.46362,-1.49689,-0.24115,-0.24118,0.15225,"GALAXY"
"419",0.40923,0.9701,1.04377,1.11108,0.79431,0.50608,1.36263,1.36265,1.14313,"GALAXY"
"420",0.09306,0.24474,1.5171,0.63073,0.28599,0.17621,0.19544,0.19543,0.5924,"GALAXY"
"421",-0.07997,0.6622,0.32116,0.06963,-0.07173,-0.12144,-0.23234,-0.23237,-0.02856,"GALAXY"
"422",-0.01417,1.07461,1.71431,1.20295,0.9938,0.69348,0.8915,0.8915,1.56558,"GALAXY"
"423",-0.69016,-0.95106,-1.23667,-1.30255,-1.27533,-1.2871,-0.80685,-0.80683,-0.5981,"GALAXY"
"424",-0.78931,-0.78935,-0.78464,-0.61512,-0.45646,-0.3548,-0.7425,-0.74248,-0.5992,"STAR"
"425",3.6452,-1.23718,-1.1153,-0.8919,-0.68717,-0.53126,2.09055,2.09056,1.57001,"QSO"
"426",0.01719,0.21843,0.63729,0.0814,-0.24935,-0.41966,0.30317,0.30314,0.2645,"GALAXY"
"427",-0.13018,0.34658,0.82429,0.58839,0.47868,0.45276,-0.08642,-0.08638,0.07318,"GALAXY"
"428",-0.78885,-2.09449,-2.19039,-1.76355,-1.44334,-1.18557,-0.7557,-0.75569,-0.55939,"STAR"
"429",1.36368,0.02704,0.58389,1.15066,1.44964,1.576,0.50871,0.50874,0.44034,"QSO"
"430",-0.03907,0.35194,0.50106,0.35088,0.21849,0.23521,0.53548,0.5355,0.44753,"GALAXY"
"431",-0.78927,-1.71009,-1.79598,-1.68023,-1.34062,-1.38009,-1.11915,-1.11913,-0.56824,"STAR"
"432",0.33783,-0.9209,-0.51648,-0.22828,-0.04797,-0.009,-1.00668,-1.00668,-0.92434,"QSO"
"433",-0.61381,-0.73759,-1.13931,-1.28651,-1.29065,-1.32273,-0.81025,-0.81022,-0.75071,"GALAXY"
"434",0.0192,0.81937,1.39673,1.14506,0.91809,0.62919,1.02836,1.02834,0.98775,"GALAXY"
"435",0.11626,0.93021,0.8613,0.5978,0.29595,0.27793,0.52262,0.52263,0.45969,"GALAXY"
"436",-0.68186,-1.17116,-1.36825,-1.39809,-1.38376,-1.37823,-0.93693,-0.9369,-1.01004,"GALAXY"
"437",0.18016,2.01395,1.17507,0.82368,0.55032,0.3542,1.02396,1.02393,0.81966,"GALAXY"
"438",-0.04833,0.97121,0.71912,0.36152,0.10716,0.07432,-0.4322,-0.43221,-0.17399,"GALAXY"
"439",-0.61341,-0.77583,-1.10814,-1.18898,-1.167,-1.15155,-1.57165,-1.57166,-1.99042,"GALAXY"
"440",0.01738,1.10135,0.81067,0.61406,0.28654,0.15809,-0.14467,-0.14464,0.06544,"GALAXY"
"441",-0.76457,-1.68253,-1.63902,-1.49184,-1.3451,-1.268,-0.93896,-0.93893,-1.02276,"GALAXY"
"442",0.24299,0.68554,0.57868,1.33893,1.02709,1.26508,1.5195,1.51948,1.40634,"GALAXY"
"443",-0.66274,-0.35563,0.318,0.7339,0.67678,1.85478,1.14583,1.14587,1.43896,"GALAXY"
"444",-0.04215,0.71016,1.00586,0.63974,0.42586,0.39422,-0.3143,-0.31434,-0.06119,"GALAXY"
"445",-0.31443,0.40917,0.20202,-0.14993,-0.26657,-0.33512,0.11819,0.1182,0.24404,"GALAXY"
"446",0.08082,0.44742,0.41668,0.30901,0.17184,0.10505,-0.10064,-0.10061,0.05604,"GALAXY"
"447",-0.67505,-1.13241,-1.2224,-1.2141,-1.21425,-1.19138,-1.62889,-1.6289,-1.8284,"GALAXY"
"448",-0.78346,0.76792,0.53766,1.29525,1.75006,2.29537,1.05,1.05001,1.42292,"GALAXY"
"449",1.0363,-0.38368,0.38701,0.59527,1.03372,1.07727,1.72949,1.72948,1.42126,"QSO"
"450",-0.78924,-1.97139,-2.45082,-2.56078,-2.53337,-2.4161,-0.90169,-0.90168,-0.96415,"STAR"
"451",0.10982,0.25165,0.92623,0.6691,0.32338,0.17361,-0.26557,-0.26556,-0.03133,"GALAXY"
"452",-0.08327,0.87065,1.5857,0.94095,1.44768,0.75121,0.71233,0.71231,0.59516,"GALAXY"
"453",0.32339,0.98494,1.27184,1.09572,0.69576,0.3702,0.72991,0.72993,0.61949,"GALAXY"
"454",-0.55841,-1.09034,-1.1189,-1.10483,-1.09269,-1.03576,-1.11336,-1.11337,-0.99677,"GALAXY"
"455",0.0376,1.5285,0.94098,0.38897,0.10396,-0.05367,-0.16159,-0.16158,0.33307,"GALAXY"
"456",0.16566,0.59259,1.04764,1.08769,0.72483,0.48856,0.87254,0.87253,1.38643,"GALAXY"
"457",1.44513,0.20346,0.58195,0.94311,1.05712,0.92393,1.25524,1.25528,1.0143,"QSO"
"458",-0.1751,0.67563,0.55845,0.21909,0.05304,-0.06298,0.39496,0.39494,0.52549,"GALAXY"
"459",-0.12327,0.28595,0.92793,0.46268,0.29626,0.24106,-0.44745,-0.44746,-0.17509,"GALAXY"
"460",0.10462,0.76459,1.73256,1.35427,0.92121,0.54033,1.10791,1.10794,1.26367,"GALAXY"
"461",-0.40034,-0.2592,0.30026,0.5645,0.88348,0.76077,0.28957,0.28959,0.26395,"GALAXY"
"462",1.90278,-0.93681,-0.33895,0.16125,0.39918,0.43333,1.36709,1.36705,1.3715,"QSO"
"463",1.14828,0.12664,1.60514,1.42492,1.01816,0.71634,0.83801,0.83798,0.75054,"QSO"
"464",-0.78922,1.63939,0.32981,0.38564,0.55288,0.59467,-1.42704,-1.42703,-1.75818,"STAR"
"465",-0.54273,-0.40465,-0.76325,-0.99251,-0.99052,-0.97855,-1.24512,-1.24514,-1.39711,"GALAXY"
"466",-0.78884,0.03657,0.32533,0.97893,1.33192,2.36661,-0.16967,-0.16971,0.19704,"STAR"
"467",0.00976,1.87115,0.59601,0.38382,0.0801,0.00665,-0.30893,-0.30892,-0.0739,"GALAXY"
"468",-0.05452,0.95718,0.7584,0.38685,0.19285,0.19489,0.11143,0.11143,0.2457,"GALAXY"
"469",2.34675,0.34434,0.63081,1.23569,1.50984,1.56585,0.91012,0.91012,0.93633,"QSO"
"470",3.17124,-0.21681,-0.32887,0.06311,0.30264,0.48187,-0.09278,-0.09282,0.05493,"QSO"
