"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"226",-0.41336,-0.02383,0.59216,-0.44503,-1.6581,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"227",0.08536,-0.38248,-0.83405,-0.38159,-1.76316,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"228",-0.80326,-0.39139,0.44531,2.21575,0.0682,"1","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"229",0.82552,0.87939,0.30309,-0.05185,0.06986,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"230",-0.71085,-0.95543,-1.20465,-0.53778,-1.59285,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"231",0.94219,0.93022,0.79017,-0.04718,1.35989,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"232",0.84456,0.82209,0.36652,-0.11596,0.02397,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"233",0.62853,0.55447,0.05222,-0.10551,0.42983,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"234",0.7835,0.63429,0.03873,-0.10557,0.23575,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"235",0.02334,0.3846,1.28116,2.67932,0.19815,"6","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"236",0.14403,0.61675,0.14444,-0.07963,0.00849,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"237",-0.56133,-0.07594,0.83081,0.12592,0.59295,"1","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"238",0.8712,0.78683,0.25156,-0.11714,0.08313,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"239",0.14302,-0.35304,-0.91774,-0.35969,0.14838,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"240",1.07194,0.63851,-0.00514,-0.11727,0.24681,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"241",1.3477,0.94704,0.35375,-0.07998,0.44697,"1","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"242",-0.17381,0.10393,0.30569,-0.55812,0.64106,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"243",-1.3423,-1.54728,-1.61792,-0.64753,-1.1704,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"244",0.08947,0.6411,1.2293,0.86174,1.02701,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"245",0.52058,1.72328,0.66304,0.09253,1.47379,"5","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"246",-0.22362,0.30852,1.44655,1.43616,1.84648,"4","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"247",0.10255,0.51649,1.05336,1.24871,1.37205,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"248",-1.05251,-1.41341,-1.72758,-0.6214,-1.9036,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"249",-0.73967,-0.28596,0.38756,2.18668,0.39555,"2","(-0.774,-0.45]","(0.048,0.8]","QSO"
"250",0.31212,0.13923,-0.31893,-0.29499,0.03558,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"251",-0.46843,-0.89809,-1.3448,-0.52498,-1.25776,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"252",-0.21802,-0.59117,-0.47222,-0.7892,0.63608,"6","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"253",0.04369,0.04277,0.6503,-0.78897,1.42292,"4","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"254",1.43965,0.7472,0.28836,-0.1031,0.22801,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"255",-0.68783,-0.14481,0.81556,1.16157,0.80307,"2","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"256",1.79014,1.49152,0.37819,0.38546,1.42126,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"257",1.20884,0.50172,1.85188,-0.78945,0.45582,"6","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"258",-0.37672,0.14729,0.90306,0.19681,0.60512,"6","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"259",-1.15222,-1.53748,-1.68277,-0.64873,-0.61081,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"260",0.25063,0.13917,-0.42746,-0.28307,0.26837,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"261",-0.12638,0.65435,1.50345,0.86282,1.45776,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"262",-0.70935,-0.98126,-1.15664,-0.64826,-1.94452,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"263",0.5814,1.94119,0.62186,0.20688,1.55342,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"264",-0.27669,0.27447,0.65537,0.48558,1.57664,"1","(-0.06,0.58]","(0.048,0.8]","QSO"
"265",-0.38127,-0.13583,0.80855,-0.7895,-0.54944,"2","(-0.774,-0.45]","(0.048,0.8]","STAR"
"266",-1.27132,-1.2717,-0.8258,-0.70599,-0.93152,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"267",-0.69804,-0.54456,0.19423,-0.78899,-0.43553,"6","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"268",0.40593,1.04678,0.41016,-0.02212,-0.12643,"3","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"269",-0.28231,-0.17014,0.46838,-0.79006,0.57304,"2","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"270",0.41407,0.94061,0.36419,-0.10564,-0.02967,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"271",-0.15034,-0.32088,-0.73672,-0.41618,0.37785,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"272",-1.61846,-1.73391,-1.59558,-0.73289,-2.08884,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"273",0.9052,-0.11152,-0.79961,-0.21079,-1.36946,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"274",1.45416,0.97402,0.2491,0.06898,-0.01253,"2","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"275",0.00267,0.47633,1.70038,-0.7292,0.88325,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"276",0.94549,0.874,0.35634,-0.10603,0.13235,"4","(0.58,5.4]","(0.8,1.9]","GALAXY"
"277",-2.08122,-2.12818,-1.79948,-0.7897,-0.8425,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"278",-1.07603,-1.3989,-1.30564,-0.78917,-0.43995,"2","(-0.45,-0.06]","(0.8,1.9]","STAR"
"279",0.62868,1.26628,0.57957,-0.02654,0.61949,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"280",1.82344,0.4121,-0.2321,-0.09769,0.2175,"2","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"281",1.54545,1.53839,0.35762,0.00965,-0.12588,"4","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"282",-0.65524,-0.97978,-1.19179,-0.60742,-2.08331,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"283",-0.56632,-0.2279,0.25121,-0.11291,0.83846,"3","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"284",0.54055,0.19774,0.67922,2.8588,0.56088,"6","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"285",-1.00815,-0.82753,-0.70596,-0.45153,-1.74878,"3","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"286",0.78898,0.85692,0.34959,-0.00242,0.25012,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"287",0.34586,0.79544,-0.05903,0.00666,0.2645,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"288",0.87216,1.30173,0.49056,0.1175,-0.1961,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"289",1.93929,2.57252,0.64324,0.68412,1.35546,"6","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"290",0.54432,0.06735,-0.40454,-0.25438,0.00019,"6","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"291",-0.87568,-0.96386,-0.65558,-0.78984,-1.64095,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"292",0.55173,0.59386,1.31351,-0.78907,1.35712,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
"293",0.10575,0.41164,0.33424,0.14224,0.01844,"4","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"294",-0.13803,-0.21732,0.15633,-0.78939,1.09779,"3","(-0.774,-0.45]","(0.8,1.9]","STAR"
"295",0.25812,-0.71555,-1.18375,-0.7892,0.46522,"4","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"296",1.38878,0.97407,0.24679,-0.14483,-0.02856,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"297",-0.76728,-0.99545,-0.97407,-0.58221,-0.57266,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"298",0.92124,0.82305,0.32233,-0.18052,0.63995,"6","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"299",-0.52499,0.06378,0.82358,1.2774,0.75496,"6","(-0.774,-0.45]","(0.8,1.9]","QSO"
"300",1.262,1.09242,1.18576,0.36917,1.1564,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"301",-0.31606,0.25508,0.83795,1.14497,0.78206,"2","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"302",-0.06254,0.50738,1.232,0.62197,0.61949,"4","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"303",-1.49039,-1.46307,-1.23091,-0.70425,-1.41314,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"304",-1.05243,-1.45469,-1.65717,-0.61705,-1.8096,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"305",-0.61069,-0.30232,0.38888,1.03097,1.03365,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"306",0.44826,-0.12558,-0.67175,-0.29833,-0.79384,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"307",-0.94721,-0.41371,-0.28523,-0.42123,-1.11842,"5","(0.58,5.4]","(0.048,0.8]","QSO"
"308",-1.27483,-1.66632,-1.83986,-0.66077,0.54263,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"309",0.34811,0.28736,-0.26322,-0.2953,0.43038,"1","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"310",-0.84324,-1.07107,-1.18934,-0.61896,-2.03299,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"311",-0.04354,1.04761,0.62716,0.27089,1.27418,"6","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"312",0.23011,0.55674,1.598,-0.78958,0.43204,"6","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"313",1.83814,0.33434,-0.22133,-0.24195,0.23464,"6","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"314",-0.36752,0.822,-0.21571,0.32929,-0.00921,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"315",0.75409,0.8611,0.63595,-0.06834,0.96785,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"316",0.2615,0.73414,0.0489,-0.10348,-0.07612,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"317",-0.59873,-1.03329,-0.89388,-0.78913,-0.41784,"2","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"318",0.85657,0.68817,0.14781,-0.11035,0.19649,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"319",-0.86402,-0.23612,0.66425,1.11827,1.5772,"3","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"320",-1.14226,-1.44277,-1.50605,-0.65797,-1.66141,"4","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"321",-0.25752,-0.63098,-1.09236,-0.42538,-0.82481,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"322",0.27779,0.68898,0.32021,0.07741,0.47186,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"323",0.90767,0.8697,0.12365,0.18219,-0.05953,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"324",0.73219,1.09665,1.69667,0.40995,1.4091,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"325",0.23669,0.58077,-0.10756,-0.09155,0.57304,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"326",1.6477,0.60675,1.57325,-0.78955,0.36348,"5","(-0.06,0.58]","(0.8,1.9]","STAR"
"327",-0.66477,-0.79445,-1.06759,-0.39849,-1.62381,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"328",1.51699,1.93212,0.63243,0.37465,0.98001,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"329",-0.96477,-0.96092,-0.64508,-0.68589,-1.33628,"4","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"330",0.12386,0.94772,1.31885,0.64886,0.44753,"3","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"331",-0.71047,-0.34106,0.05463,-0.46282,-2.08331,"1","(0.58,5.4]","(-2.23,-0.831]","QSO"
"332",-1.01076,-1.23253,-1.2492,-0.66975,-1.15602,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"333",0.1177,1.22892,0.82682,0.24809,1.40855,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"334",0.73171,1.24819,1.90543,0.25437,1.24322,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"335",-1.06209,-1.15652,-1.08744,-0.65779,-1.35287,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"336",-1.43732,-1.30159,-0.76373,-0.78783,0.20091,"6","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"337",-1.05126,-1.39953,-1.65627,-0.57204,-1.17316,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"338",0.97317,1.76399,0.62636,-0.7895,1.0143,"4","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"339",1.21374,1.30452,0.62283,0.06568,1.55287,"6","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"340",1.07539,1.22748,0.49437,0.30617,1.06738,"3","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"341",-0.33832,0.21196,0.93028,1.25377,1.37758,"3","(0.58,5.4]","(0.8,1.9]","QSO"
"342",1.28977,1.88915,0.66784,0.3075,1.5678,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"343",0.40824,0.22552,-0.35679,-0.25258,0.43923,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"344",-1.35074,-1.23876,-0.56179,-0.7897,1.21336,"5","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"345",0.10348,0.14456,1.00048,3.11486,-0.00755,"6","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"346",1.45281,1.75847,0.52258,8.80422,0.16552,"5","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"347",-0.13311,-0.56343,-0.98932,-0.41317,-1.90803,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"348",-1.04828,-1.31897,-1.3109,-0.71482,-2.01641,"4","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"349",-1.59908,-1.95136,-1.81294,-0.78917,-0.59367,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"350",0.96215,0.3882,-0.02354,-0.35336,1.24322,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"351",-0.25628,0.05791,1.07195,2.46264,-0.19279,"3","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"352",-1.15935,-1.24877,-0.87606,-0.78944,-0.32384,"2","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"353",-1.43313,-1.58999,-1.73662,-0.62228,-1.18975,"1","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"354",-0.75294,-0.41977,0.38208,2.26153,1.18294,"1","(-0.774,-0.45]","(0.8,1.9]","QSO"
"355",1.23831,0.27178,-0.13089,-0.7891,-1.43526,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
"356",1.52959,0.77229,0.01308,0.00512,-0.17233,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"357",0.09605,0.51472,1.57116,-0.78919,0.85505,"3","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"358",-0.98351,-1.15565,-0.86035,-0.78919,-1.64095,"2","(-0.06,0.58]","(-0.327,0.048]","STAR"
"359",-0.1495,0.5617,1.24513,0.49261,0.65433,"5","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"360",0.0815,-0.08209,-0.51663,-0.3774,0.03779,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"361",-0.63669,-0.15294,0.69071,0.02132,1.60318,"3","(0.58,5.4]","(-0.831,-0.327]","QSO"
"362",-0.28283,0.35713,1.1765,1.75903,1.2598,"6","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"363",1.10367,1.55534,0.59659,1.22839,0.9872,"2","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"364",-0.88274,-1.09379,-0.83479,-0.78927,-1.25057,"3","(-0.774,-0.45]","(0.8,1.9]","STAR"
"365",-1.07552,-1.0844,-0.89299,-0.61342,-1.18809,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"366",-0.69981,-0.01379,0.82266,0.94147,0.04996,"1","(0.58,5.4]","(-0.831,-0.327]","QSO"
"367",-0.80798,-1.06663,-1.15464,-0.59902,-0.94424,"6","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"368",-0.07224,0.67732,0.31504,-0.78932,1.44338,"1","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"369",-0.52877,-0.87518,-0.99014,-0.66803,-1.49608,"1","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"370",-0.44307,0.09045,0.78684,0.21387,1.0154,"3","(0.58,5.4]","(-0.327,0.048]","QSO"
"371",0.31335,0.58887,0.60321,-0.38767,0.66926,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"372",1.46332,0.74164,0.1505,-0.14661,0.33085,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"373",0.78851,1.03037,0.74603,0.73449,1.14313,"1","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"374",1.65262,1.6272,0.57958,0.13819,0.38172,"1","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"375",0.05188,0.47578,1.44828,2.20357,0.4431,"2","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"376",-0.66189,-0.85144,-1.06926,-0.53348,-0.62132,"1","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"377",0.27163,-0.39837,-0.76132,-0.42336,0.42541,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"378",-0.46695,-1.40505,-2.19556,-0.7896,-0.73191,"3","(0.58,5.4]","(0.8,1.9]","STAR"
"379",0.61715,0.46163,-0.04433,-0.19484,0.34855,"6","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"380",1.4802,1.25784,0.62757,0.03445,0.6593,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"381",0.65098,0.43427,0.44798,-0.17839,0.62668,"5","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"382",1.03704,0.78615,1.9583,3.16572,-0.06174,"2","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"383",-1.48187,-1.74847,-1.66861,-0.78918,-0.38632,"5","(-1.18,-0.774]","(0.8,1.9]","STAR"
"384",1.64113,0.74506,0.13074,-0.14089,-0.06561,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"385",-0.33968,0.015,0.81226,2.41451,0.42983,"6","(0.58,5.4]","(-0.831,-0.327]","QSO"
"386",0.58861,0.22332,-0.36359,-0.36299,0.34302,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"387",1.24388,0.91087,0.25432,-0.19642,0.1329,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"388",0.23388,0.44651,0.78438,-0.43324,-1.12284,"6","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"389",-0.17691,0.21136,1.06333,2.94358,0.77045,"6","(-0.774,-0.45]","(0.8,1.9]","QSO"
"390",0.4859,0.07117,-0.60922,-0.25899,-1.47949,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"391",-1.43365,-1.33743,-0.70706,-0.78897,0.87164,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"392",-1.98714,-2.06367,-1.68391,-0.78898,-0.65671,"5","(-0.45,-0.06]","(0.8,1.9]","STAR"
"393",-0.08295,0.4563,1.41637,2.07195,0.43149,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"394",-0.48749,-0.18476,0.05504,-0.0241,0.16608,"4","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"395",1.06345,0.90726,0.27999,-0.27606,0.16884,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"396",-0.88452,-0.97456,-1.07534,-0.5415,-1.7814,"6","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"397",1.02056,0.48771,0.02278,-0.16099,0.26948,"1","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"398",-0.40463,-0.17922,0.50988,-0.78995,0.0389,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"399",0.72904,0.5469,0.13533,-0.06942,0.47462,"2","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"400",0.48277,0.87249,0.19368,-0.04924,0.25012,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"401",1.17924,0.69069,0.12948,-0.26282,0.19428,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"402",1.17542,1.34634,0.39284,0.08723,0.45693,"1","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"403",0.00415,-0.08862,-0.52555,-0.34092,-0.14413,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"404",-1.29375,-1.41971,-1.1383,-0.78941,-0.92323,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"405",1.53829,0.62414,0.35555,-0.06927,-0.05842,"6","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"406",-0.72544,-1.08754,-1.30797,-0.62104,-0.94203,"5","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"407",1.17758,1.20641,0.33254,-0.00992,0.55867,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"408",-0.05797,0.67072,0.1885,-0.17799,0.54263,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"409",-0.94587,-0.44005,0.57169,1.34947,0.63663,"5","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"410",-0.75003,-0.72557,-0.17284,-0.78921,-0.40954,"6","(-0.06,0.58]","(0.8,1.9]","STAR"
"411",-0.46135,-0.7441,-1.13758,-0.44293,-1.23399,"6","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"412",-1.31353,-1.28185,-0.85406,-0.78834,-0.38577,"6","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"413",-0.4614,-0.29276,-0.42803,-0.78905,-0.59644,"6","(-0.06,0.58]","(0.048,0.8]","STAR"
"414",-1.55331,-1.04578,-0.14032,0.73664,1.57001,"5","(-0.45,-0.06]","(0.8,1.9]","QSO"
"415",0.84025,0.81315,1.43275,1.33212,1.27529,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"416",0.72121,1.34689,0.37883,0.21409,0.36237,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"417",-0.41909,-0.01186,0.61857,1.20278,-0.04626,"1","(-0.45,-0.06]","(0.8,1.9]","QSO"
"418",-0.94537,-1.26595,-1.49689,-0.61967,0.15225,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"419",0.9701,1.04377,0.50608,0.40923,1.14313,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"420",0.24474,1.5171,0.17621,0.09306,0.5924,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"421",0.6622,0.32116,-0.12144,-0.07997,-0.02856,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"422",1.07461,1.71431,0.69348,-0.01417,1.56558,"3","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"423",-0.95106,-1.23667,-1.2871,-0.69016,-0.5981,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"424",-0.78935,-0.78464,-0.3548,-0.78931,-0.5992,"5","(-1.18,-0.774]","(0.048,0.8]","STAR"
"425",-1.23718,-1.1153,-0.53126,3.6452,1.57001,"3","(-0.774,-0.45]","(0.048,0.8]","QSO"
"426",0.21843,0.63729,-0.41966,0.01719,0.2645,"1","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"427",0.34658,0.82429,0.45276,-0.13018,0.07318,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"428",-2.09449,-2.19039,-1.18557,-0.78885,-0.55939,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"429",0.02704,0.58389,1.576,1.36368,0.44034,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"430",0.35194,0.50106,0.23521,-0.03907,0.44753,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"431",-1.71009,-1.79598,-1.38009,-0.78927,-0.56824,"3","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"432",-0.9209,-0.51648,-0.009,0.33783,-0.92434,"5","(-1.18,-0.774]","(0.048,0.8]","QSO"
"433",-0.73759,-1.13931,-1.32273,-0.61381,-0.75071,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"434",0.81937,1.39673,0.62919,0.0192,0.98775,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"435",0.93021,0.8613,0.27793,0.11626,0.45969,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"436",-1.17116,-1.36825,-1.37823,-0.68186,-1.01004,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"437",2.01395,1.17507,0.3542,0.18016,0.81966,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"438",0.97121,0.71912,0.07432,-0.04833,-0.17399,"6","(0.58,5.4]","(0.048,0.8]","GALAXY"
"439",-0.77583,-1.10814,-1.15155,-0.61341,-1.99042,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"440",1.10135,0.81067,0.15809,0.01738,0.06544,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"441",-1.68253,-1.63902,-1.268,-0.76457,-1.02276,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"442",0.68554,0.57868,1.26508,0.24299,1.40634,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"443",-0.35563,0.318,1.85478,-0.66274,1.43896,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"444",0.71016,1.00586,0.39422,-0.04215,-0.06119,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"445",0.40917,0.20202,-0.33512,-0.31443,0.24404,"5","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"446",0.44742,0.41668,0.10505,0.08082,0.05604,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"447",-1.13241,-1.2224,-1.19138,-0.67505,-1.8284,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"448",0.76792,0.53766,2.29537,-0.78346,1.42292,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"449",-0.38368,0.38701,1.07727,1.0363,1.42126,"5","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
